Prompt_ID,AI_Role,Task,Context,Constraint,Output_Format,Goal,Recommended_AI,Generated_Prompt,Timestamp
PW00093,Cybersecurity Specialist,Vulnerability Analysis,General Professional Scenario,Explain assumptions,JSON,Academic Research,Perplexity,"You are an Cybersecurity Specialist.

Task:
Vulnerability Analysis

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
JSON

Goal:
Academic Research",2026-07-04 21:56:20
PW00094,Cybersecurity Specialist,Incident Response,General Professional Scenario,Focus on practical implementation,Technical Report,Build a Project,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Incident Response

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Technical Report

Goal:
Build a Project",2026-07-04 21:56:20
PW00095,Cybersecurity Specialist,Compliance Review,General Professional Scenario,Provide code comments,Executive Summary,Prepare for Interview,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Compliance Review

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
Executive Summary

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00096,Cybersecurity Specialist,Security Best Practices,General Professional Scenario,Include best practices,Executive Summary,Portfolio Development,ChatGPT,"You are an Cybersecurity Specialist.

Task:
Security Best Practices

Context:
General Professional Scenario

Constraints:
Include best practices

Output Format:
Executive Summary

Goal:
Portfolio Development",2026-07-04 21:56:20
PW00097,Cloud Solutions Architect,Cloud Migration,General Professional Scenario,Use PyTorch,Technical Report,Automation,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Migration

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
Technical Report

Goal:
Automation",2026-07-04 21:56:20
PW00098,Cloud Solutions Architect,Cloud Security,General Professional Scenario,Use Random Forest algorithm,Executive Summary,Build a Project,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Security

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
Executive Summary

Goal:
Build a Project",2026-07-04 21:56:20
PW00099,Senior Software Engineer,Write Code,General Professional Scenario,Explain assumptions,PowerPoint Outline,Portfolio Development,ChatGPT,"You are an Senior Software Engineer.

Task:
Write Code

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
PowerPoint Outline

Goal:
Portfolio Development",2026-07-04 21:56:20
PW00100,Software Architect,Microservice Design,General Professional Scenario,Return the output in Markdown,Bullet Points,Presentation Preparation,Gamma,"You are an Software Architect.

Task:
Microservice Design

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
Bullet Points

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW00101,Research Scientist,Compare Research Papers,General Professional Scenario,Use bullet points wherever possible,Executive Summary,Decision Making,Claude,"You are an Research Scientist.

Task:
Compare Research Papers

Context:
General Professional Scenario

Constraints:
Use bullet points wherever possible

Output Format:
Executive Summary

Goal:
Decision Making",2026-07-04 21:56:20
PW00102,Business Analyst,Business Requirement Analysis,General Professional Scenario,Return the output in Markdown,Table,Build a Project,ChatGPT,"You are an Business Analyst.

Task:
Business Requirement Analysis

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
Table

Goal:
Build a Project",2026-07-04 21:56:20
PW00103,Data Analyst,Create Visualizations,General Professional Scenario,Return valid JSON,CSV,Solve a Business Problem,ChatGPT,"You are an Data Analyst.

Task:
Create Visualizations

Context:
General Professional Scenario

Constraints:
Return valid JSON

Output Format:
CSV

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00104,Cybersecurity Specialist,Security Best Practices,General Professional Scenario,Use tables for comparison,CSV,Presentation Preparation,Gamma,"You are an Cybersecurity Specialist.

Task:
Security Best Practices

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
CSV

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW00105,DevOps Engineer,Logging,General Professional Scenario,Do not use Deep Learning,CSV,Prepare for Interview,ChatGPT,"You are an DevOps Engineer.

Task:
Logging

Context:
General Professional Scenario

Constraints:
Do not use Deep Learning

Output Format:
CSV

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00106,Business Analyst,Decision Support,General Professional Scenario,Explain assumptions,Technical Report,Solve a Business Problem,ChatGPT,"You are an Business Analyst.

Task:
Decision Support

Context:
General Professional Scenario

Constraints:
Explain assumptions

Output Format:
Technical Report

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00107,Cloud Solutions Architect,AWS Architecture,General Professional Scenario,Focus on practical implementation,Markdown,Academic Research,Perplexity,"You are an Cloud Solutions Architect.

Task:
AWS Architecture

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Markdown

Goal:
Academic Research",2026-07-04 21:56:20
PW00108,Business Analyst,Business Documentation,General Professional Scenario,Use PyTorch,Executive Summary,Learn a Concept,NotebookLM,"You are an Business Analyst.

Task:
Business Documentation

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
Executive Summary

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00109,Business Analyst,Business Documentation,General Professional Scenario,Include best practices,CSV,Assignment Submission,NotebookLM,"You are an Business Analyst.

Task:
Business Documentation

Context:
General Professional Scenario

Constraints:
Include best practices

Output Format:
CSV

Goal:
Assignment Submission",2026-07-04 21:56:20
PW00110,DevOps Engineer,Docker Configuration,General Professional Scenario,Avoid technical jargon,Technical Report,Learn a Concept,ChatGPT,"You are an DevOps Engineer.

Task:
Docker Configuration

Context:
General Professional Scenario

Constraints:
Avoid technical jargon

Output Format:
Technical Report

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00111,Cloud Solutions Architect,Cloud Migration,General Professional Scenario,Use Python only,JSON,Prepare for Interview,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Cloud Migration

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
JSON

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00112,Business Analyst,Market Analysis,General Professional Scenario,Explain step-by-step,Executive Summary,Learn a Concept,ChatGPT,"You are an Business Analyst.

Task:
Market Analysis

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
Executive Summary

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00113,Senior Machine Learning Engineer,Model Monitoring,General Professional Scenario,Do not use Deep Learning,HTML,Presentation Preparation,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Model Monitoring

Context:
General Professional Scenario

Constraints:
Do not use Deep Learning

Output Format:
HTML

Goal:
Presentation Preparation",2026-07-04 21:56:20
PW00114,Business Analyst,Business Documentation,General Professional Scenario,Provide evaluation metrics,Java Code,Decision Making,NotebookLM,"You are an Business Analyst.

Task:
Business Documentation

Context:
General Professional Scenario

Constraints:
Provide evaluation metrics

Output Format:
Java Code

Goal:
Decision Making",2026-07-04 21:56:20
PW00115,Cloud Solutions Architect,Design Cloud Infrastructure,General Professional Scenario,Explain step-by-step,PowerPoint Outline,Decision Making,ChatGPT,"You are an Cloud Solutions Architect.

Task:
Design Cloud Infrastructure

Context:
General Professional Scenario

Constraints:
Explain step-by-step

Output Format:
PowerPoint Outline

Goal:
Decision Making",2026-07-04 21:56:20
PW00116,Data Analyst,Create Visualizations,General Professional Scenario,Use tables for comparison,Python Code,Learn a Concept,ChatGPT,"You are an Data Analyst.

Task:
Create Visualizations

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Python Code

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00117,DevOps Engineer,Infrastructure Automation,General Professional Scenario,Use Python only,Executive Summary,Automation,ChatGPT,"You are an DevOps Engineer.

Task:
Infrastructure Automation

Context:
General Professional Scenario

Constraints:
Use Python only

Output Format:
Executive Summary

Goal:
Automation",2026-07-04 21:56:20
PW00118,Software Architect,Scalability Planning,General Professional Scenario,Use tables for comparison,Bullet Points,Learn a Concept,ChatGPT,"You are an Software Architect.

Task:
Scalability Planning

Context:
General Professional Scenario

Constraints:
Use tables for comparison

Output Format:
Bullet Points

Goal:
Learn a Concept",2026-07-04 21:56:20
PW00119,Expert Data Scientist,Perform Exploratory Data Analysis,Customer churn dataset,Provide code comments,Bullet Points,Decision Making,ChatGPT,"You are an Expert Data Scientist.

Task:
Perform Exploratory Data Analysis

Context:
Customer churn dataset

Constraints:
Provide code comments

Output Format:
Bullet Points

Goal:
Decision Making",2026-07-04 21:56:20
PW00120,Senior Machine Learning Engineer,Deploy ML Model,General Professional Scenario,Use PyTorch,Python Code,Automation,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Deploy ML Model

Context:
General Professional Scenario

Constraints:
Use PyTorch

Output Format:
Python Code

Goal:
Automation",2026-07-04 21:56:20
PW00121,Senior Machine Learning Engineer,Train ML Pipeline,General Professional Scenario,Return the output in Markdown,Table,Academic Research,Perplexity,"You are an Senior Machine Learning Engineer.

Task:
Train ML Pipeline

Context:
General Professional Scenario

Constraints:
Return the output in Markdown

Output Format:
Table

Goal:
Academic Research",2026-07-04 21:56:20
PW00122,DevOps Engineer,Performance Optimization,General Professional Scenario,Provide code comments,CSV,Build a Project,ChatGPT,"You are an DevOps Engineer.

Task:
Performance Optimization

Context:
General Professional Scenario

Constraints:
Provide code comments

Output Format:
CSV

Goal:
Build a Project",2026-07-04 21:56:20
PW00123,Expert Data Scientist,Build Machine Learning Model,Loan approval prediction,Include edge cases,Technical Report,Solve a Business Problem,ChatGPT,"You are an Expert Data Scientist.

Task:
Build Machine Learning Model

Context:
Loan approval prediction

Constraints:
Include edge cases

Output Format:
Technical Report

Goal:
Solve a Business Problem",2026-07-04 21:56:20
PW00124,Senior Software Engineer,Develop REST API,General Professional Scenario,Focus on practical implementation,Java Code,Automation,ChatGPT,"You are an Senior Software Engineer.

Task:
Develop REST API

Context:
General Professional Scenario

Constraints:
Focus on practical implementation

Output Format:
Java Code

Goal:
Automation",2026-07-04 21:56:20
PW00125,Senior Machine Learning Engineer,Perform Feature Selection,General Professional Scenario,Include visualization suggestions,JSON,Build a Project,ChatGPT,"You are an Senior Machine Learning Engineer.

Task:
Perform Feature Selection

Context:
General Professional Scenario

Constraints:
Include visualization suggestions

Output Format:
JSON

Goal:
Build a Project",2026-07-04 21:56:20
PW00126,Research Scientist,Compare Research Papers,General Professional Scenario,Follow industry standards,Python Code,Prepare for Interview,Claude,"You are an Research Scientist.

Task:
Compare Research Papers

Context:
General Professional Scenario

Constraints:
Follow industry standards

Output Format:
Python Code

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00127,DevOps Engineer,Kubernetes Deployment,General Professional Scenario,Use Random Forest algorithm,Bullet Points,Prepare for Interview,ChatGPT,"You are an DevOps Engineer.

Task:
Kubernetes Deployment

Context:
General Professional Scenario

Constraints:
Use Random Forest algorithm

Output Format:
Bullet Points

Goal:
Prepare for Interview",2026-07-04 21:56:20
PW00128,Software Architect,API Design,General Professional Scenario,Provide real-world examples,Markdown,Solve a Business Problem,ChatGPT,"You are an Software Architect.

Task:
API Design

Context:
General Professional Scenario

Constraints:
Provide real-world examples

Output Format:
Markdown

Goal:
Solve a Business Problem",2026-07-04 21:56:20
